,sqft_living,floors,waterfront,viewed_by_buyer,condition,yr_built
16139,1200,1,0.0,0.0,3,1943
16140,1670,1,0.0,0.0,5,1947
16141,2140,1,0.0,0.0,4,1977
16143,3050,1,0.0,0.0,4,1966
16144,2570,2,0.0,0.0,3,1996
16145,1840,2,0.0,0.0,4,1997
16146,1250,1,0.0,0.0,4,1947
16147,1410,1,0.0,0.0,3,1948
16148,1560,1,0.0,0.0,3,1952
16149,960,1,0.0,0.0,5,1960
16150,1870,2,0.0,0.0,3,1992
16151,900,1,0.0,0.0,3,1946
16152,2050,1,0.0,0.0,3,1957
16153,2400,2,0.0,0.0,3,1913
16154,1850,2,0.0,0.0,5,1989
16155,1220,1,0.0,0.0,3,1980
16156,3140,1,0.0,0.0,3,1984
16160,2840,1,0.0,0.0,4,1962
16161,1800,1,0.0,0.0,3,1926
16162,1190,1,0.0,0.0,4,1953
16163,1710,2,0.0,0.0,4,1988
16164,1900,1,0.0,0.0,3,1922
16165,880,1,0.0,0.0,4,1945
16166,2060,1,0.0,0.0,3,1929
16167,1360,1,0.0,0.0,4,1941
16168,1680,1,0.0,0.0,3,2008
16169,2980,2,0.0,0.0,3,2011
16171,2650,1,0.0,0.0,3,1989
16172,1700,1,0.0,0.0,3,1998
16175,2520,2,0.0,0.0,3,1988
16176,1630,1,0.0,0.0,3,1990
16177,730,1,0.0,0.0,4,1918
16180,1110,1,0.0,0.0,4,1957
16181,1450,1,0.0,0.0,3,1962
16182,2910,1,0.0,0.0,3,1977
16183,2600,1,0.0,0.0,3,1936
16186,2290,1,0.0,0.0,3,1963
16188,940,1,0.0,0.0,4,1958
16189,1540,2,0.0,0.0,4,1982
16191,2100,2,0.0,0.0,4,1964
16192,2670,2,0.0,0.0,4,1941
16193,2750,2,0.0,0.0,3,1901
16194,2570,1,0.0,0.0,4,1979
16195,1660,1,0.0,0.0,3,1976
16196,1700,1,0.0,0.0,5,1969
16197,1530,2,0.0,0.0,3,2010
16198,1260,1,0.0,0.0,4,1943
16199,2760,1,0.0,0.0,5,1964
16200,1830,2,0.0,0.0,3,1990
16201,2160,1,0.0,0.0,3,1987
16202,1770,1,0.0,0.0,3,1948
16203,2210,1,0.0,0.0,4,1968
16205,2110,2,0.0,0.0,3,2004
16206,1130,1,0.0,0.0,3,1908
16207,1960,2,0.0,0.0,3,2001
16209,2350,1,0.0,0.0,3,1961
16210,1340,1,0.0,0.0,3,1931
16212,1700,1,0.0,0.0,4,1950
16213,1650,2,0.0,0.0,3,2003
16214,1540,1,0.0,0.0,5,1954
16215,3920,2,0.0,0.0,3,2007
16216,3250,2,0.0,0.0,3,2009
16217,1360,1,0.0,0.0,4,1966
16218,1480,1,0.0,0.0,4,1992
16219,2360,2,0.0,0.0,3,2001
16220,1800,2,0.0,0.0,3,2001
16221,2540,2,0.0,0.0,3,1998
16222,1200,1,0.0,0.0,3,1943
16223,710,1,0.0,0.0,4,1943
16224,2640,2,0.0,0.0,3,2011
16225,3010,2,0.0,0.0,3,2006
16226,2770,2,0.0,0.0,3,2001
16227,2310,2,0.0,0.0,3,2008
16228,2060,1,0.0,0.0,3,1992
16229,1880,2,0.0,0.0,3,2007
16230,2280,1,0.0,0.0,4,1947
16231,1380,1,0.0,0.0,3,1900
16232,1180,1,0.0,0.0,3,1969
16233,1650,1,0.0,0.0,3,1977
16236,2130,1,0.0,0.0,5,1965
16237,1690,1,0.0,0.0,4,1969
16240,1470,1,0.0,0.0,3,1990
16241,1840,1,0.0,0.0,3,1966
16242,1860,1,0.0,0.0,5,1918
16243,1940,2,0.0,0.0,3,1992
16245,800,1,0.0,0.0,4,1944
16247,1400,1,0.0,0.0,4,1948
16248,2250,2,0.0,0.0,3,1991
16249,2230,2,0.0,0.0,4,1987
16250,1950,2,0.0,0.0,3,2001
16251,2550,2,0.0,0.0,4,1905
16252,2750,2,0.0,0.0,3,1998
16253,2290,1,0.0,0.0,4,1955
16255,1720,1,0.0,0.0,3,1948
16256,2810,2,0.0,0.0,3,2007
16257,940,1,0.0,0.0,3,1955
16258,1190,1,0.0,0.0,4,1946
16259,1390,1,0.0,0.0,4,1969
16260,1660,2,0.0,0.0,3,1981
16261,1920,2,0.0,0.0,3,1998
16262,1460,1,0.0,0.0,3,1958
16263,1370,1,0.0,0.0,4,1957
16264,1050,1,0.0,0.0,4,1943
16265,3360,2,0.0,0.0,3,2006
16266,3160,2,0.0,0.0,3,1983
16267,2480,2,0.0,0.0,4,1973
16268,2720,2,0.0,0.0,3,1994
16269,2070,2,0.0,0.0,3,1987
16271,3260,2,0.0,0.0,3,2013
16272,2250,2,0.0,0.0,3,1999
16273,1950,1,0.0,0.0,4,1987
16275,1330,1,0.0,0.0,3,1981
16276,1190,1,0.0,0.0,5,1946
16277,2770,1,0.0,0.0,3,1976
16278,2310,2,0.0,0.0,3,1997
16281,1500,2,0.0,0.0,3,1994
16282,2140,1,0.0,1.0,3,1947
16283,2330,1,0.0,0.0,4,1973
16286,2160,1,0.0,0.0,4,1974
16289,1520,1,0.0,0.0,3,1954
16290,3410,2,0.0,0.0,4,1982
16291,1830,2,0.0,0.0,3,2003
16292,1550,2,0.0,0.0,3,2000
16293,1520,2,0.0,0.0,3,2004
16294,1240,1,0.0,0.0,3,1939
16295,2380,2,0.0,0.0,3,1999
16296,2720,2,0.0,0.0,3,1988
16298,1050,1,0.0,0.0,4,1959
16300,1420,2,0.0,0.0,4,1981
16301,1690,2,0.0,0.0,4,1989
16302,1160,1,0.0,0.0,3,1968
16303,2040,2,0.0,0.0,3,1988
16304,1840,1,0.0,0.0,3,1989
16306,1390,1,0.0,0.0,4,1954
16307,1470,2,0.0,0.0,3,2005
16308,1776,3,0.0,0.0,3,2006
16309,1640,1,0.0,0.0,3,1967
16310,2860,2,0.0,0.0,3,2000
16311,1740,1,0.0,0.0,3,1962
16312,1390,1,0.0,0.0,4,1962
16313,2730,1,0.0,0.0,5,1948
16314,1435,1,0.0,0.0,4,1969
16315,1640,1,0.0,0.0,4,1954
16316,2630,2,0.0,0.0,3,1986
16317,1580,1,0.0,0.0,4,1959
16318,1740,2,0.0,0.0,3,2009
16320,3130,2,0.0,0.0,3,1990
16322,2130,1,0.0,0.0,4,1956
16323,950,2,0.0,0.0,3,2003
16324,1720,2,0.0,0.0,3,1987
16325,830,1,0.0,0.0,3,1996
16327,2590,2,0.0,0.0,4,1907
16328,1600,2,0.0,0.0,3,2000
16330,3560,2,0.0,0.0,3,1988
16331,2860,2,0.0,0.0,5,1958
16332,1640,2,0.0,0.0,3,1987
16333,1500,1,0.0,0.0,4,1947
16335,2610,2,0.0,0.0,3,1988
16336,1470,1,0.0,0.0,3,1988
16337,700,1,0.0,0.0,3,1945
16338,3960,2,0.0,0.0,3,2001
16339,900,1,0.0,0.0,4,1959
16340,2010,2,0.0,0.0,2,1922
16341,1940,1,0.0,0.0,3,1979
16342,1510,1,0.0,0.0,4,1946
16343,2020,1,0.0,0.0,3,1952
16346,3070,2,0.0,0.0,4,1970
16347,1460,1,0.0,0.0,3,1956
16348,3260,2,0.0,0.0,3,2003
16349,830,1,0.0,0.0,3,1922
16351,1130,1,0.0,0.0,4,1944
16352,1120,1,0.0,0.0,3,1946
16353,1410,1,0.0,0.0,4,1966
16354,1750,2,0.0,0.0,4,1991
16355,1040,1,0.0,0.0,3,1926
16356,1630,2,0.0,0.0,3,2004
16357,1380,1,0.0,0.0,4,1963
16358,3680,2,0.0,0.0,3,1990
16359,1250,1,0.0,0.0,3,1970
16360,2660,2,0.0,0.0,3,1996
16361,620,1,0.0,0.0,3,1963
16362,2600,2,0.0,0.0,4,1979
16365,1380,1,0.0,0.0,5,1915
16366,1680,2,0.0,0.0,3,2014
16369,1790,1,0.0,0.0,3,1976
16370,890,1,0.0,0.0,3,1951
16371,1290,1,0.0,0.0,4,1952
16372,2420,1,0.0,0.0,4,1973
16374,3020,1,0.0,0.0,3,1979
16376,3130,1,0.0,0.0,4,1973
16377,900,1,0.0,0.0,3,1940
16379,2390,1,0.0,0.0,4,1964
16380,1450,1,0.0,0.0,4,1955
16381,1070,1,0.0,0.0,4,1978
16382,1740,1,0.0,0.0,4,1963
16383,1210,2,0.0,0.0,3,2014
16384,2100,1,0.0,0.0,4,1954
16385,1060,1,0.0,0.0,4,1962
16386,3280,1,0.0,0.0,3,1972
16387,1660,1,0.0,0.0,3,1937
16388,3070,2,0.0,0.0,3,2005
16389,1150,1,0.0,0.0,2,1922
16390,1710,1,0.0,0.0,3,1909
16391,1180,1,0.0,0.0,4,1959
16392,2130,2,0.0,0.0,3,1972
16393,1050,1,0.0,0.0,3,1951
16394,2520,2,0.0,0.0,3,2005
16395,700,1,0.0,0.0,3,1943
16396,2640,2,0.0,0.0,3,1998
16397,2330,1,0.0,0.0,3,1956
16398,2830,2,0.0,0.0,4,1977
16400,1890,1,0.0,0.0,4,1960
16401,2910,2,0.0,0.0,3,1998
16402,1300,1,0.0,0.0,4,1941
16403,2770,2,0.0,0.0,3,1985
16405,1340,1,0.0,0.0,3,1910
16406,1060,2,0.0,0.0,3,2008
16407,2480,2,0.0,0.0,3,1992
16408,2220,1,0.0,0.0,3,1973
16409,3220,2,0.0,0.0,3,2000
16410,1600,1,0.0,0.0,3,1954
16411,640,1,0.0,0.0,3,1918
16412,3610,3,0.0,0.0,3,1994
16413,3420,2,0.0,0.0,3,2008
16414,1840,1,0.0,0.0,5,1952
16415,2790,2,0.0,0.0,4,1999
16417,3450,2,0.0,0.0,3,1983
16418,2350,2,0.0,0.0,3,2003
16419,1250,1,0.0,0.0,3,1903
16420,2000,1,0.0,0.0,4,1916
16421,2260,1,0.0,0.0,3,1985
16422,1510,1,0.0,0.0,4,1939
16423,1800,2,0.0,0.0,4,1979
16425,1750,1,0.0,0.0,5,1966
16426,2660,2,0.0,0.0,4,1977
16428,1460,2,0.0,0.0,3,2007
16430,1010,1,0.0,0.0,4,1975
16431,1200,1,0.0,0.0,3,1944
16432,4040,2,0.0,0.0,3,2000
16433,1820,3,0.0,0.0,3,2006
16436,1910,1,0.0,0.0,4,1970
16437,1640,1,0.0,0.0,4,1982
16438,1480,1,0.0,1.0,3,1954
16439,2520,1,0.0,0.0,3,1965
16441,840,1,0.0,0.0,4,1907
16442,1730,1,0.0,0.0,3,1997
16443,3140,2,0.0,0.0,3,1991
16444,1480,1,0.0,0.0,3,1967
16445,1920,1,0.0,0.0,3,1952
16446,770,1,0.0,0.0,2,1951
16448,1460,1,0.0,0.0,3,2002
16449,940,1,0.0,0.0,5,1949
16450,2840,3,0.0,0.0,3,2014
16451,1910,1,0.0,0.0,4,1980
16452,2430,2,0.0,0.0,3,1992
16453,1610,1,0.0,0.0,3,1996
16454,2780,2,0.0,0.0,3,1999
16455,1160,1,0.0,0.0,4,1949
16456,1850,2,0.0,0.0,4,1989
16457,2120,1,0.0,0.0,3,1997
16458,2620,1,0.0,0.0,3,1979
16459,2060,2,0.0,0.0,3,2004
16460,1060,1,0.0,0.0,3,1966
16461,1500,1,0.0,0.0,4,1953
16462,2380,2,0.0,1.0,4,1946
16463,3045,2,0.0,0.0,3,1999
16464,1700,2,0.0,0.0,3,1992
16465,1240,1,0.0,0.0,4,1957
16466,1410,1,0.0,0.0,4,1971
16467,880,1,0.0,0.0,5,1945
16468,740,1,0.0,0.0,3,1949
16469,2030,1,0.0,0.0,4,1976
16470,2090,1,0.0,0.0,4,2001
16471,920,1,0.0,0.0,3,1939
16472,1180,1,0.0,0.0,4,1968
16473,1260,1,0.0,0.0,3,1907
16475,1700,1,0.0,0.0,3,1978
16476,770,1,0.0,0.0,3,1948
16477,2020,1,0.0,0.0,4,1958
16478,2030,1,0.0,0.0,3,1985
16479,2690,2,0.0,0.0,3,2002
16480,1750,2,0.0,0.0,4,1991
16481,3270,2,0.0,0.0,3,1993
16482,2330,2,0.0,0.0,4,1978
16483,1720,1,0.0,0.0,3,1978
16484,2420,1,0.0,0.0,4,1959
16485,710,2,0.0,0.0,4,1943
16486,710,1,0.0,0.0,4,1942
16487,1510,1,0.0,0.0,4,1923
16488,1610,2,0.0,0.0,5,1979
16489,1880,2,0.0,0.0,3,2007
16490,1220,1,0.0,0.0,5,1921
16491,2060,1,0.0,0.0,4,1957
16492,1340,1,0.0,0.0,4,1981
16493,1030,1,0.0,0.0,4,1959
16494,2717,2,0.0,0.0,3,2005
16495,1360,1,0.0,0.0,3,1975
16496,1260,2,0.0,0.0,3,1945
16497,2240,2,0.0,0.0,3,1992
16498,2080,2,0.0,0.0,3,1988
16499,2760,1,0.0,0.0,4,1967
16502,1630,1,0.0,0.0,5,1968
16503,900,1,0.0,0.0,4,1972
16504,880,1,0.0,0.0,3,1918
16505,1620,1,0.0,0.0,3,1956
16506,1610,1,0.0,0.0,3,1973
16507,1730,2,0.0,0.0,3,2005
16508,1640,1,0.0,0.0,5,1916
16509,1840,1,0.0,0.0,3,1974
16512,1780,1,0.0,0.0,4,1979
16514,2980,2,0.0,0.0,3,1992
16515,2780,1,0.0,0.0,3,1978
16517,2060,2,0.0,0.0,3,1968
16518,1140,1,0.0,0.0,3,1954
16519,1890,1,0.0,0.0,5,1919
16520,2090,1,0.0,0.0,3,1978
16521,3460,2,0.0,0.0,4,1932
16522,1320,1,0.0,0.0,4,1942
16523,1240,1,0.0,1.0,3,1943
16524,810,1,0.0,0.0,3,1980
16525,1880,1,0.0,0.0,4,1924
16526,2680,2,0.0,0.0,4,1988
16527,2040,2,0.0,0.0,4,1954
16528,2180,1,0.0,0.0,4,1977
16529,1870,2,0.0,0.0,3,2009
16530,2310,1,0.0,0.0,4,1989
16531,1120,1,0.0,0.0,3,1944
16532,1340,1,0.0,0.0,3,1959
16533,1260,1,0.0,0.0,3,1970
16534,1200,1,0.0,0.0,5,1977
16535,2400,2,0.0,0.0,3,2004
16536,940,1,0.0,0.0,4,1954
16537,860,1,0.0,0.0,3,1949
16538,2390,1,0.0,1.0,3,1948
16539,3130,2,0.0,0.0,3,2005
16540,3550,1,0.0,0.0,4,1948
16541,1470,2,0.0,0.0,3,2005
16542,910,1,0.0,0.0,3,1957
16543,2630,1,0.0,0.0,3,1963
16544,1780,1,0.0,0.0,5,1963
16545,1430,1,0.0,0.0,3,1925
16546,2730,1,0.0,0.0,5,1962
16547,900,1,0.0,0.0,4,1954
16548,1740,1,0.0,0.0,4,1977
16549,2905,2,0.0,0.0,3,2003
16550,2230,1,0.0,0.0,3,1959
16551,1680,1,0.0,0.0,3,1960
16552,1240,1,0.0,0.0,4,1954
16554,2560,1,0.0,0.0,4,1965
16555,2600,2,0.0,0.0,3,2002
16557,1660,1,0.0,0.0,5,1915
16558,1140,1,0.0,0.0,4,1982
16559,3050,2,0.0,0.0,4,1988
16560,800,1,0.0,0.0,3,1942
16561,1700,1,0.0,0.0,4,1964
16562,2630,1,0.0,0.0,4,1963
16563,1960,1,0.0,0.0,4,1950
16564,1180,1,0.0,0.0,4,1962
16565,1960,1,0.0,0.0,4,1969
16567,1950,1,0.0,0.0,4,1966
16569,2060,1,0.0,0.0,4,1975
16570,1640,1,0.0,0.0,4,1971
16571,2730,1,0.0,0.0,5,1909
16572,1530,1,0.0,0.0,3,1942
16573,3060,2,0.0,0.0,3,2007
16575,1030,3,0.0,0.0,3,2008
16576,2460,2,0.0,0.0,3,1998
16577,2500,2,0.0,0.0,3,2013
16578,1830,2,0.0,0.0,3,1947
16579,2820,2,0.0,0.0,4,1917
16581,2070,2,0.0,0.0,3,2003
16582,1780,1,0.0,0.0,4,1974
16583,2200,1,0.0,0.0,5,1959
16584,3240,1,0.0,0.0,3,1977
16585,2880,2,0.0,0.0,3,1996
16587,3180,1,0.0,0.0,3,2006
16588,1310,1,0.0,0.0,3,1970
16589,910,1,0.0,0.0,4,1981
16590,1460,1,0.0,0.0,4,1959
16591,3410,2,0.0,0.0,4,1992
16592,2720,1,0.0,0.0,4,1925
16593,2280,1,0.0,0.0,3,1959
16594,670,1,0.0,0.0,5,1960
16595,1480,1,0.0,0.0,4,1957
16596,2330,1,0.0,0.0,3,1986
16597,2170,2,0.0,0.0,3,1997
16598,1760,1,0.0,0.0,4,1943
16599,1240,1,0.0,0.0,3,1928
16601,2800,1,0.0,0.0,4,1963
16602,2060,2,0.0,0.0,3,1988
16603,2360,1,0.0,0.0,4,1968
16604,2370,2,0.0,0.0,3,1998
16605,720,1,0.0,0.0,2,1951
16606,950,1,0.0,0.0,3,1949
16607,1980,2,0.0,0.0,3,1994
16608,2540,2,0.0,1.0,4,1940
16609,2760,1,0.0,0.0,3,1997
16612,2150,2,0.0,0.0,3,1921
16613,2760,2,0.0,0.0,3,1993
16614,840,1,0.0,0.0,3,1952
16615,2890,2,0.0,0.0,3,1977
16616,2060,1,0.0,0.0,4,1967
16617,1700,1,0.0,0.0,4,1962
16618,3560,2,0.0,0.0,3,1987
16619,1210,1,0.0,0.0,3,1957
16620,1590,1,0.0,0.0,4,1979
16621,2620,1,0.0,0.0,3,1979
16622,3190,2,0.0,0.0,3,2003
16623,1450,2,0.0,0.0,3,1990
16624,1270,2,0.0,0.0,3,2006
16626,1840,2,0.0,0.0,3,2012
16627,1970,1,0.0,0.0,4,1978
16628,3200,2,0.0,0.0,3,2004
16629,1060,1,0.0,0.0,4,1967
16630,1740,2,0.0,0.0,3,2007
16631,810,1,0.0,0.0,3,1968
16632,2460,2,0.0,0.0,3,2007
16633,2100,1,0.0,0.0,4,1968
16636,1175,2,0.0,0.0,3,2005
16637,2130,1,0.0,0.0,3,1978
16638,2470,1,0.0,0.0,3,1978
16639,1700,2,0.0,0.0,3,2000
16640,2600,2,0.0,0.0,3,2004
16641,1460,1,0.0,0.0,4,1934
16642,2010,2,0.0,0.0,4,1988
16643,1320,1,0.0,0.0,5,1918
16644,3150,2,0.0,0.0,3,1990
16645,1960,2,0.0,0.0,4,1984
16646,2050,1,0.0,0.0,4,1950
16647,1800,1,0.0,0.0,4,1950
16648,1210,1,0.0,0.0,3,1922
16649,1830,1,0.0,0.0,5,1963
16650,1880,1,0.0,0.0,3,1927
16651,860,1,0.0,0.0,3,1948
16652,2890,2,0.0,0.0,3,1997
16653,1390,1,0.0,0.0,3,1980
16654,3340,2,0.0,0.0,3,1996
16655,2040,2,0.0,0.0,3,1998
16656,3010,2,0.0,0.0,3,1996
16657,2110,1,0.0,0.0,3,1962
16658,2110,1,0.0,0.0,3,1962
16661,1120,1,0.0,0.0,4,1925
16662,1530,2,0.0,0.0,3,1901
16663,1800,2,0.0,0.0,3,2004
16664,1030,1,0.0,0.0,3,1925
16665,1210,1,0.0,0.0,3,1976
16666,1090,1,0.0,0.0,4,1958
16667,1790,1,0.0,0.0,4,1973
16668,1550,1,0.0,0.0,4,1963
16669,2400,1,0.0,0.0,3,1961
16671,1170,1,0.0,0.0,4,1969
16672,1120,1,0.0,0.0,3,1961
16673,1040,1,0.0,0.0,3,1944
16674,2460,2,0.0,0.0,3,1989
16675,3690,2,0.0,0.0,3,1987
16676,1960,1,0.0,0.0,4,1982
16678,1670,2,0.0,0.0,3,2002
16679,1340,1,0.0,0.0,4,1974
16680,2610,2,0.0,0.0,4,1926
16681,1540,1,0.0,0.0,3,1966
16682,1640,1,0.0,0.0,3,1948
16683,2100,1,0.0,0.0,4,1953
16684,1930,1,0.0,0.0,4,1972
16685,1430,1,0.0,0.0,3,1994
16686,2430,1,0.0,0.0,4,1928
16687,2460,1,0.0,0.0,3,1991
16688,2490,1,0.0,0.0,4,1953
16689,880,1,0.0,0.0,5,1938
16690,2110,2,0.0,0.0,3,2000
16691,1850,2,0.0,0.0,5,1941
16692,2060,1,0.0,0.0,4,1930
16693,1360,1,0.0,0.0,4,1924
16694,2000,1,0.0,0.0,3,1978
16695,1810,1,0.0,0.0,3,1954
16696,2230,1,0.0,0.0,4,1977
16697,1820,1,0.0,0.0,3,1997
16698,2740,2,0.0,0.0,3,2003
16699,2710,2,0.0,0.0,3,1997
16700,910,1,0.0,0.0,3,1947
16701,1980,1,0.0,0.0,2,1924
16702,1040,1,0.0,0.0,3,1959
16703,2810,1,0.0,0.0,3,1979
16704,2000,2,0.0,0.0,3,1999
16705,1530,1,0.0,0.0,3,1962
16707,3133,2,0.0,0.0,3,1965
16708,2020,1,0.0,0.0,3,1941
16709,750,1,0.0,0.0,4,1926
16710,1980,2,0.0,0.0,3,1994
16711,1200,1,0.0,0.0,3,1943
16712,3580,2,0.0,0.0,3,2000
16713,2010,2,0.0,0.0,3,1990
16714,1730,1,0.0,0.0,5,1924
16716,860,1,0.0,0.0,3,1960
16717,1370,1,0.0,0.0,3,1939
16718,1360,1,0.0,0.0,3,1963
16719,2530,2,0.0,0.0,3,1993
16720,1680,2,0.0,0.0,4,1900
16721,1580,2,0.0,0.0,3,1995
16723,1600,1,0.0,0.0,3,1927
16724,1200,1,0.0,0.0,5,1975
16725,1760,1,0.0,0.0,3,1977
16726,1670,1,0.0,0.0,3,1972
16728,1800,1,0.0,0.0,4,1950
16729,1210,1,0.0,0.0,3,1985
16730,1280,2,0.0,0.0,3,2005
16731,1650,2,0.0,0.0,3,1945
16732,1590,2,0.0,0.0,4,1922
16734,1500,2,0.0,0.0,3,2005
16735,2689,2,0.0,0.0,3,2006
16736,3250,2,0.0,0.0,3,2007
16737,960,1,0.0,0.0,3,1951
16738,1650,1,0.0,0.0,4,1977
16739,1690,2,0.0,0.0,3,2003
16740,2790,1,0.0,0.0,4,1970
16741,2310,3,0.0,0.0,5,1979
16742,1790,3,0.0,0.0,3,2000
16743,1230,1,0.0,0.0,3,1965
16744,1620,1,0.0,0.0,5,1929
16745,2440,1,0.0,0.0,5,1966
16746,2100,2,0.0,0.0,3,1979
16747,3040,2,0.0,0.0,3,2003
16748,2490,2,0.0,0.0,3,2007
16749,2690,1,0.0,0.0,3,2007
16750,2190,1,0.0,0.0,3,1964
16751,1490,1,0.0,0.0,5,1959
16752,2530,2,0.0,0.0,4,1985
16753,2060,1,0.0,0.0,4,1947
16754,1970,2,0.0,0.0,4,1977
16755,1400,1,0.0,0.0,4,1925
16756,3680,1,0.0,0.0,3,1985
16757,3000,2,0.0,0.0,4,1975
16758,1440,2,0.0,0.0,3,1910
16760,1170,1,0.0,0.0,4,1924
16761,1770,1,0.0,0.0,3,1949
16762,1860,1,0.0,0.0,3,1985
16763,770,1,0.0,0.0,4,1917
16765,3190,2,0.0,0.0,3,2006
16766,1320,1,0.0,0.0,3,1970
16769,1140,3,0.0,0.0,3,2007
16770,860,1,0.0,0.0,3,1973
16772,2160,1,0.0,0.0,3,1961
16773,1450,1,0.0,0.0,4,1963
16774,1830,1,0.0,0.0,4,1978
16775,1630,1,0.0,0.0,5,1980
16776,2500,2,0.0,0.0,3,1990
16777,1470,1,0.0,0.0,3,1984
16778,2380,2,0.0,0.0,4,1995
16779,2170,1,0.0,0.0,3,1969
16780,2120,1,0.0,0.0,3,1991
16781,1530,2,0.0,0.0,3,1998
16782,2710,1,0.0,0.0,4,1965
16783,2860,2,0.0,0.0,3,2004
16784,2800,2,0.0,0.0,3,1934
16785,1120,1,0.0,0.0,3,1946
16786,1730,1,0.0,0.0,3,1963
16787,1010,1,0.0,0.0,4,1926
16788,2350,2,0.0,0.0,3,1990
16791,4060,2,0.0,0.0,3,2002
16792,1310,1,0.0,0.0,3,1962
16793,2320,1,0.0,0.0,3,1948
16794,2210,2,0.0,0.0,3,1985
16795,2090,1,0.0,0.0,4,1941
16797,1180,1,0.0,0.0,4,1949
16798,1560,1,0.0,0.0,4,1965
16799,1970,1,0.0,0.0,3,1962
16800,840,1,0.0,0.0,3,1925
16801,840,1,0.0,0.0,3,1925
16802,1830,1,0.0,0.0,3,1989
16804,1800,1,0.0,0.0,3,1941
16805,1250,1,0.0,0.0,3,1920
16806,2440,1,0.0,0.0,4,1962
16808,3060,2,0.0,0.0,3,2003
16809,2230,1,0.0,0.0,3,1978
16810,1270,1,0.0,0.0,3,1977
16812,1580,1,0.0,0.0,3,1992
16813,2570,2,0.0,0.0,4,1980
16814,860,1,0.0,0.0,3,1952
16815,820,1,0.0,0.0,3,2007
16816,2090,2,0.0,0.0,3,1987
16818,1860,1,0.0,0.0,4,1961
16819,900,1,0.0,0.0,5,1941
16820,1160,1,0.0,0.0,3,1963
16821,3100,2,0.0,0.0,3,1998
16822,2300,1,0.0,0.0,3,1977
16824,1130,1,0.0,0.0,3,1942
16825,2920,2,0.0,0.0,3,2004
16826,1230,2,0.0,0.0,3,2009
16827,2190,1,0.0,0.0,5,1978
16829,1500,1,0.0,0.0,3,1972
16831,3150,2,0.0,0.0,3,2004
16832,1300,1,0.0,0.0,3,1962
16833,3160,1,0.0,0.0,4,1960
16835,1790,1,0.0,0.0,3,1974
16836,1650,2,0.0,0.0,3,1999
16837,2070,1,0.0,0.0,4,1977
16838,1580,1,0.0,0.0,5,1923
16839,2170,1,0.0,0.0,3,1975
16840,2220,1,0.0,0.0,3,1953
16841,1440,1,0.0,0.0,3,1985
16842,720,1,0.0,0.0,3,1942
16843,1120,2,0.0,0.0,3,2004
16844,1970,2,0.0,0.0,3,1992
16845,1420,1,0.0,0.0,4,1990
16846,2250,2,0.0,0.0,3,2001
16847,2630,1,0.0,1.0,4,1956
16849,1280,2,0.0,0.0,3,1992
16850,1260,1,0.0,0.0,3,1946
16851,1930,1,0.0,0.0,3,2006
16852,1048,1,0.0,0.0,3,1942
16853,1640,1,0.0,0.0,4,1962
16854,2380,2,0.0,0.0,3,2004
16855,2530,1,0.0,0.0,5,1964
16856,2700,2,0.0,0.0,4,1992
16857,2330,1,0.0,0.0,3,1971
16858,2160,2,0.0,0.0,3,1994
16859,1470,1,0.0,0.0,3,1976
16860,2280,2,0.0,0.0,3,1995
16861,1280,1,0.0,0.0,3,1903
16862,850,1,0.0,0.0,3,1975
16864,2690,1,0.0,0.0,3,1960
16865,2440,1,0.0,0.0,3,1954
16866,1930,2,0.0,0.0,3,1996
16867,800,1,0.0,0.0,3,1942
16868,2430,1,0.0,0.0,3,1974
16869,1990,2,0.0,0.0,3,1994
16870,2550,2,0.0,0.0,3,1990
16871,1370,2,0.0,0.0,3,1993
16872,2020,1,0.0,0.0,3,1963
16873,1560,2,0.0,0.0,3,2006
16876,2120,1,0.0,0.0,4,1949
16880,2840,2,0.0,0.0,3,1910
16881,2080,1,0.0,0.0,3,1950
16882,2070,2,0.0,0.0,3,1996
16883,4010,2,0.0,0.0,3,2003
16884,2190,1,0.0,0.0,4,1957
16885,1730,2,0.0,0.0,3,1920
16886,1250,1,0.0,0.0,3,1948
16887,1300,1,0.0,0.0,3,1927
16888,2080,1,0.0,0.0,4,1975
16889,2180,2,0.0,0.0,4,1977
16890,1630,1,0.0,0.0,3,1969
16891,1840,1,0.0,0.0,3,1928
16892,1370,1,0.0,0.0,4,1950
16893,950,1,0.0,0.0,4,1972
16894,1690,1,0.0,0.0,3,1903
16895,1780,1,0.0,0.0,4,1980
16896,2840,1,0.0,0.0,4,1931
16898,1570,2,0.0,0.0,3,2006
16899,2370,1,0.0,0.0,3,1984
16901,1300,1,0.0,0.0,4,1959
16902,2620,2,0.0,0.0,3,1988
16903,3060,2,0.0,0.0,3,1992
16904,2780,2,0.0,0.0,4,1978
16906,1310,1,0.0,0.0,5,1986
16907,1100,1,0.0,0.0,3,1951
16909,1270,3,0.0,0.0,3,2001
16910,1270,1,0.0,0.0,3,1918
16911,890,1,0.0,0.0,4,1960
16912,1480,1,0.0,0.0,5,1954
16913,3240,1,0.0,0.0,3,1972
16915,3210,1,0.0,0.0,4,1968
16916,1870,1,0.0,0.0,3,1975
16918,1160,1,0.0,0.0,3,1940
16920,1850,2,0.0,0.0,3,1981
16921,1060,2,0.0,0.0,3,2003
16922,1100,1,0.0,0.0,4,1969
16923,1190,1,0.0,0.0,3,1994
